PC1,PC2,PC3,PC4,PC5,PC6
-1.728541095835455,0.8334451340203793,0.38436289343267654,0.42989716090624674,-0.1180701392093219,0.48650282117847105
-0.31283497262970344,-2.5315374618764723,-0.615273590773774,0.912451440863568,-0.8450629517362106,0.004856530887870382
1.197317500377047,0.8838040689206749,1.1779090336539708,-1.1729509815880066,-1.07288457653917,-1.8988188020788794
-0.9047524214811893,-0.002158236288493882,0.2364025376452753,1.3548370044829599,-0.44149795945110104,-0.7803129150257823
-1.4986108056959286,0.5267798819555914,0.787691133458633,0.08865635640034884,-0.2750363298082351,0.3672692107946451
0.11124082071896312,0.679044855363312,1.205585156634607,0.3923956674328192,0.7538850821687388,0.9665964370642137
4.955171790846447,1.9427521930636455,-1.6268826245994894,-0.21328728757503687,-1.4913199965967778,-1.153054733080738
-0.25011828337171416,0.9081391939241,1.0637227587920366,-0.39693351589099296,0.1053561536065269,0.45919741459864116
-0.5022913470792959,0.43396995998689436,0.7909430163299903,0.3547995181120791,-0.5670602717710579,-0.35108804674740485
-0.597543725481755,0.5124614423331701,-0.27949656349025387,1.6878684359789409,-0.9575309202054499,-1.3409067400247325
0.030624702833408842,0.9941042973595352,1.2059981229275831,-0.13350486351105345,0.6709563461918516,0.9523715681337495
-0.8879182535863532,0.8537821339085878,0.36719698456617045,0.2763469412860179,-0.2913546509685755,-0.04250027504913143
1.046542407017369,1.425748887537074,0.4931598606072975,-0.5270391548034095,0.06177325308411909,0.4017067630100516
1.3121405460155406,1.0320842309008766,0.47833631409272015,0.24354731354313597,-0.02892521494794185,0.23965330929264395
-1.279915291660436,-0.3877691921421004,1.047237476112474,0.4451166696716595,-0.20916536318292756,0.11190299236159677
1.3290093369124818,-1.7301635273253297,1.2614582332915183,0.9221568796627251,0.3015488747863376,-0.11674314522048562
-1.7224382574602768,-1.2624125415988334,-0.8554973194275968,-0.4376881114579557,1.8219134787882076,-1.0894214470210317
-1.2122499280163963,1.3649791737691972,-0.6766925864468674,1.1831518324797214,-0.045092426686412126,0.3373501651041405
0.5124664292642769,0.10324128287971765,0.9403030251390966,0.6617943305238404,-0.8951712996294933,-1.1842935982878788
0.6193354931147308,-0.3091223674110886,3.46131009699982,1.4271716677734427,2.260718970669948,0.45589565386292324
-0.1915232223183939,-0.20573871084684964,3.5051607234484816,1.5369575362638113,2.483706819945612,0.822303525995933
